"journal","n.useable.papers","n.authors","gender.ratio.of.sample","observed.alpha","lower.95.CI","upper.95.CI","alpha.adjusted","lower.95.CI2","upper.95.CI2","two.tail.p.value"
"BMC Public Health",86,258,56.9767441860465,0.177790034932892,0.0232125124131083,0.313708449474999,0.189740761169333,0.0331265043532646,0.327778967924515,0.011
"BMC Res Notes",56,168,42.2619047619048,0.219398867431393,0.0463790200859167,0.392457201217175,0.219544068534921,0.0340188529027198,0.380326737319547,0.008
"BMJ",137,411,32.360097323601,0.14407421431276,0.0324748993136308,0.257592526155281,0.144506950830313,0.0303096403352942,0.247487755290471,0.007
"BMJ Case Rep",279,837,31.4217443249701,0.035267153323353,-0.0346869862718317,0.106948846793852,0.0388110915329686,-0.0372727104169327,0.109007904085475,0.34
"BMJ Open",95,285,48.0701754385965,0.0582462024067865,-0.0621802091195042,0.182379248060934,0.056224107318998,-0.0745116969891552,0.176597127025432,0.334
"BMJ Qual Improv Rep",65,195,53.3333333333333,0.0934065934065934,-0.0609131640708342,0.247104247104247,0.103021978021978,-0.0466556249520491,0.244860815697152,0.192
"Behav Brain Res",58,174,43.6781609195402,0.112244897959184,-0.0576109936575052,0.263988574120078,0.116809881847476,-0.045138956699107,0.287821419774936,0.186
"Biochem Biophys Res Commun",53,159,32.7044025157233,0.0569734004313442,-0.102319031981725,0.212916146287881,0.0571531272465852,-0.0903429472320234,0.20370477319743,0.583
"Biochim Biophys Acta",148,444,40.990990990991,0.171294354500461,0.0595543687770222,0.265198025066132,0.17691468836507,0.0699763046951902,0.278820531720552,0
"Bioinformatics",92,276,23.1884057971014,0.104952830188679,-0.0189602217635307,0.248266764166788,0.122051886792453,-1.99327888792091e-05,0.244104984162793,0.086
"Biomed Res Int",101,303,40.2640264026403,0.162983425414365,0.0350930997938433,0.285962519887775,0.164658998279141,0.0323855948370455,0.293600478650247,0.002
"Biophys J",56,168,24.4047619047619,0.161129249087766,0.0155988797762695,0.298779069767442,0.161321298252353,0.0158170491645861,0.301868344682793,0.043
"Bioresour Technol",83,249,34.9397590361446,-0.00702426564495529,-0.138853615176996,0.119736024844721,0,-0.123697753396029,0.12689629158078,1
"Brain Res",55,165,44.8484848484849,-0.0291060291060291,-0.168943722943723,0.109608294930876,-0.0245025245025245,-0.164279504758511,0.123744645744646,0.735
"Carbohydr Polym",69,207,42.0289855072464,0.0482758620689655,-0.0906059172105805,0.198666063203252,0.0594827586206895,-0.0782933601876854,0.200759990516583,0.574
"Cardiol Young",70,210,38.0952380952381,0.111538461538462,-0.0402144539911308,0.246063748079877,0.121153846153846,-0.0305385546125553,0.259991171228657,0.117
"Chem Commun (Camb)",143,429,21.6783216783217,0.0389784946236558,-0.0545970567668319,0.142603415103415,0.0411866359447004,-0.0493981030345224,0.142580572869828,0.49
"Chemistry",134,402,25.3731343283582,0.132941176470588,0.0141435805438715,0.26065299185309,0.144509803921569,0.0257122079948518,0.264902752136304,0.01
"Chemosphere",93,279,41.2186379928315,0.00885471898197243,-0.11557008372686,0.134898134996853,0.0147932131495229,-0.103580144771616,0.138787627020639,0.889
"Circulation",83,249,21.6867469879518,0.196011396011396,0.00724362527716182,0.378066485453378,0.212820512820513,0.0240527420862786,0.376865131754593,0.004
"Clin Gastroenterol Hepatol",74,222,22.5225225225225,0.0448837209302325,-0.110113029269679,0.221165850673194,0.0516279069767441,-0.100238573453171,0.209444309199221,0.543
"Clin Infect Dis",59,177,28.2485875706215,0.0522834645669291,-0.129787234042553,0.219077345677035,0.055748031496063,-0.125865548095599,0.250866141732283,0.568
"Cochrane Database Syst Rev",95,285,50.5263157894737,0.115691489361702,-0.0108449098741116,0.242060215579662,0.126329787234043,-0.0105473105277371,0.251183958068137,0.05
"Conf Proc IEEE Eng Med Biol Soc",174,522,20.4980842911877,-0.0227226663664001,-0.1124663907659,0.0636277302943969,-0.0235108658934804,-0.111304510155911,0.0682124212156864,0.677
"Crit Care Med",58,174,20.1149425287356,-0.0729701952723535,-0.180634513112048,0.042693661971831,-0.0715313463514903,-0.182301874641289,0.0347721822541964,0.364
"Curr Biol",61,183,29.5081967213115,0.0542635658914729,-0.0998721227621483,0.211917016139281,0.0788113695090439,-0.0644217174274216,0.245572515740743,0.443
"Curr Pharm Des",77,231,37.6623376623377,0.244013409961686,0.0878673883516948,0.395815403356647,0.258141762452107,0.102286247227264,0.404069165148516,0
"Dalton Trans",76,228,23.6842105263158,0.0293742017879949,-0.0925858951175407,0.169154813682849,0.0485312899106002,-0.0784443317360917,0.161647623569864,0.74
"Data Brief",51,153,41.8300653594771,0.0598665730337078,-0.108695652173913,0.214913073109276,0.0537219101123595,-0.106487128674773,0.218156036379351,0.497
"Disabil Rehabil",51,153,73.8562091503268,0.289159292035398,0.0984966370273448,0.46699118671859,0.304646017699115,0.116012398331158,0.490403327980319,0
"Ecol Evol",65,195,41.5384615384615,-0.0347628330084471,-0.167028145515412,0.098613251155624,-0.0211176088369072,-0.161066443010007,0.111659716379862,0.692
"Ecology",50,150,28.6666666666667,0.0871549663116713,-0.0878010878010879,0.272486772486773,0.0978048250380351,-0.082832130982041,0.27223636773959,0.327
"Elife",63,189,29.1005291005291,0.0511533242876526,-0.0786727150537635,0.175527536517963,0.0512890094979648,-0.0836599497193879,0.179511533242877,0.626
"Environ Monit Assess",55,165,37.5757575757576,0.0181647353585969,-0.128657544098721,0.166105121293801,0.0258377701221422,-0.128690601600091,0.183500374197037,0.872
"Environ Sci Pollut Res Int",125,375,43.4666666666667,0.0450283597638615,-0.0606141255641052,0.154724249592875,0.0434078018289153,-0.0645542518615946,0.142278525664894,0.381
"Environ Sci Technol",97,291,33.6769759450172,0.0614888442423602,-0.0685819202937682,0.187137009239331,0.0615417151316485,-0.0564159620567574,0.188657668869086,0.367
"Eur Urol",58,174,14.9425287356322,0.00519750519750517,-0.111666666666667,0.132687976437976,0,-0.122534695662675,0.124802494802495,1
"F1000Res",63,189,28.042328042328,0.0298279689234185,-0.114318643323638,0.183347409194818,0.052441731409545,-0.100642051467362,0.20678642435663,0.707
"Food Chem",103,309,50.1618122977346,-0.0226644323418517,-0.126515631024881,0.0806645416144848,-0.0129451193967323,-0.119934805867898,0.0906452814739375,0.745
"Forensic Sci Int",56,168,44.6428571428571,-0.107956989247312,-0.235472242249459,0.0162494510320598,-0.0963440860215053,-0.229335898186122,0.0455404477916489,0.198
"Front Hum Neurosci",75,225,35.1111111111111,0.0831454829200624,-0.0747148367002053,0.23247484223094,0.0780301716663777,-0.0752216266762372,0.219044889070952,0.252
"Front Immunol",73,219,56.1643835616438,-0.0200711382113822,-0.151318710034432,0.101884564937566,-0.0185467479674797,-0.152099892881525,0.109217358896849,0.796
"Front Microbiol",122,366,44.5355191256831,-0.0286802260569978,-0.124826605082593,0.0737037037037036,-0.0331832330986128,-0.135604355322179,0.0616171350792035,0.586
"Front Neurosci",62,186,31.1827956989247,0.0228987068965517,-0.107142857142857,0.142420692839514,0.0250538793103449,-0.101641571154292,0.157789767918517,0.862
"Front Physiol",52,156,28.8461538461538,0.000600600600600631,-0.173611111111111,0.171316185807748,0,-0.17227598800665,0.184913967068572,1
"Front Plant Sci",108,324,39.8148148148148,0.0597495527728086,-0.0534496431403647,0.172820109976434,0.0644007155635062,-0.0505230830261814,0.177487504711598,0.299
"Front Psychol",351,1053,47.9582146248813,0.102016333020163,0.0389037764057535,0.168113065217164,0.102735419527354,0.0344695734175576,0.170201549936182,0.001
"Gastroenterology",112,336,25.297619047619,0.0393250527302554,-0.0783515688445921,0.165179391871638,0.0393719240684322,-0.0808189922539374,0.172590806801714,0.583
"Gastrointest Endosc",51,153,18.3006535947712,0.0382857142857144,-0.0929516806722688,0.162497540751679,0.0437142857142857,-0.08178073089701,0.156018439575691,0.757
"Genome Announc",61,183,39.344262295082,0.0153903903903905,-0.116717588285094,0.160550458715596,0.0228978978978979,-0.112925001871733,0.171581581581581,0.862
"IEEE Trans Pattern Anal Mach Intell",66,198,15.1515151515152,-0.0214285714285715,-0.130126509932761,0.0964586985100788,0,-0.109896660999911,0.1326303669805,0.798
"IEEE Trans Vis Comput Graph",59,177,13.5593220338983,0.180555555555556,-0.0381994997412455,0.40048132856347,0.19281045751634,-0.0308233808674987,0.406815723657884,0.021
"Inorg Chem",63,189,16.9312169312169,0.059514331210191,-0.064722027972028,0.170243902439024,0.0752388535031847,-0.0433570063024647,0.190866837283506,0.437
"Insects",54,162,31.4814814814815,-0.00158982511923689,-0.110269790269716,0.103286729929663,0,-0.117345484853809,0.105278349709401,1
"Int J Biol Macromol",50,150,50,0.0666666666666667,-0.0997067448680352,0.22542735042735,0.08,-0.0870424047235641,0.240451837199544,0.505
"Int J Cardiol",121,363,14.0495867768595,-0.0265837104072397,-0.113354632587859,0.064548203834683,-0.022812971342383,-0.105722249068908,0.0684507507832238,0.668
"Int J Environ Res Public Health",74,222,53.1531531531532,0.113591916558018,-0.0284043086806192,0.273457375665266,0.126629726205997,-0.0262833417615869,0.265598291515838,0.109
"Int J Mol Sci",95,285,45.6140350877193,0.10893300248139,-0.013611012981261,0.231995757454494,0.113151364764268,-0.00766665742070048,0.231526544304361,0.055
"Int J Surg Case Rep",55,165,18.7878787878788,0.00698122291766967,-0.161381151874752,0.202197802197802,0,-0.181247928434375,0.178874040240225,1
"Intensive Care Med",92,276,17.7536231884058,0.0819023644700172,-0.0529220779220778,0.217411565598779,0.0992537984356738,-0.0295459857157098,0.223632725429611,0.233
"J Acoust Soc Am",120,360,24.1666666666667,0.196665403561955,0.0605247754798672,0.328458912822252,0.197044334975369,0.0531713265925009,0.331335469636763,0
"J Affect Disord",56,168,50,0.119047619047619,-0.0489830779054918,0.285309132161089,0.142857142857143,-0.025173554095968,0.303007206804026,0.151
"J Am Acad Dermatol",63,189,41.7989417989418,0.151783659378596,-0.00285569993461164,0.310905300578632,0.173993095512083,0.0216566943149221,0.322888597041241,0.044
"J Am Chem Soc",137,411,19.7080291970803,0.0774410774410774,-0.0276106197730912,0.1852106806171,0.0768799102132436,-0.0213146743538662,0.183962642295976,0.127
"J Am Coll Cardiol",98,294,17.687074829932,0.0421169739351557,-0.0524698678419352,0.128556910569106,0.0467260012714558,-0.0441379086057801,0.138745573521039,0.542
"J Autism Dev Disord",60,180,67.7777777777778,0.033352176370831,-0.125020454545455,0.189898552162612,0.0508762012436405,-0.117871407819498,0.215319577824541,0.739
"J Biol Chem",111,333,35.4354354354354,-0.0369333858888451,-0.136416322213611,0.0541353383458646,-0.0262514781237682,-0.121905635092336,0.0738776548406656,0.558
"J Biomech",56,168,24.4047619047619,0.128864989437296,-0.0477675544794189,0.311603778827452,0.129057038601882,-0.0499142261390576,0.322645848950234,0.14
"J Chem Phys",259,777,16.2162162162162,0.0432667690732208,-0.019154869661806,0.117164269818095,0.047363031233999,-0.0218657780820659,0.115555407573503,0.222
"J Chem Theory Comput",617,1851,18.4224743381956,0.011429181798761,-0.0300981755597389,0.0502224743805115,0.0107844089258318,-0.0287104140909493,0.0500375896968006,0.639
"J Chromatogr",80,240,27.9166666666667,0.213182641704771,0.0521008403361345,0.369339250495823,0.227762919506514,0.0836519886995406,0.377760865905309,0.002
"J Clin Diagn Res",166,498,37.9518072289157,0.0875841167103304,0.0014395445614483,0.174414812075393,0.0937997637026764,0.00444836475504812,0.186899743007448,0.055
"J Clin Nurs",60,180,75.5555555555556,0.0975935828877005,-0.0928954954074653,0.289772727272727,0.120320855614973,-0.0902033081124133,0.311659949246156,0.222
"J Clin Oncol",56,168,32.7380952380952,0.0539018503620273,-0.0730978287403049,0.19174639508745,0.0540627514078842,-0.0665057656208098,0.183674946162336,0.597
"J Craniofac Surg",50,150,27.3333333333333,0.0266278809577086,-0.15527950310559,0.21071513991868,0.0335645558290444,-0.166721225585087,0.241005302322316,0.809
"J Emerg Med",54,162,31.4814814814815,0.112877583465819,-0.0764119601328903,0.291958041958042,0.114467408585056,-0.0753503079184572,0.304278140028534,0.193
"J Environ Manage",54,162,35.1851851851852,0.0796992481203008,-0.0853477742448331,0.242956956493394,0.0812030075187971,-0.0859366221595323,0.230713946593287,0.415
"J Exp Biol",58,174,31.6091954022989,-0.116577540106952,-0.248092737111959,0.010865486257928,-0.106340718105424,-0.2311424883433,0.0276280182247167,0.148
"J Forensic Sci",55,165,47.8787878787879,-0.0443037974683544,-0.190020606417427,0.102205882352941,-0.0242861348248455,-0.167913488338014,0.119076829051813,0.654
"J Neurophysiol",59,177,24.8587570621469,-0.0283663704716337,-0.17967037867985,0.126326334946719,-0.030246069719754,-0.173875823279128,0.134025812562903,0.831
"J Neurosci",90,270,33.7037037037037,0.138068635275339,0.00927404909332158,0.267818607780839,0.149180428510037,0.0179558109279686,0.285676461554395,0.026
"J Org Chem",100,300,24.3333333333333,0.167219841892463,0.0434101588722309,0.295153026806236,0.162935248325388,0.0371859830874171,0.29786858784994,0.003
"J Pak Med Assoc",54,162,35.1851851851852,0.458646616541353,0.255830143143089,0.634224982829574,0.46015037593985,0.261214946640297,0.643589986456984,0
"J Pediatr",55,165,36.3636363636364,0.135714285714286,-0.0154323308270677,0.287201728084109,0.157142857142857,-0.00422941513375097,0.318625234274674,0.093
"J Phycol",125,375,39.7333333333333,0.0645601948090515,-0.0369469213667778,0.160616417237029,0.0668171289422106,-0.0380182474222187,0.175098221830044,0.24
"J Phys Chem",290,870,23.3333333333333,0.0104947526236882,-0.0558400501379699,0.0807542192843861,0.0128507174983937,-0.0527204504989926,0.0859222669936392,0.793
"J Phys Chem Lett",123,369,16.8021680216802,0.0306819375853735,-0.0789634740361771,0.149403406428971,0.038772722496585,-0.0655627979276748,0.153547934327363,0.58
"J Phys Condens Matter",50,150,20,0.125,-0.118607954545455,0.34863523573201,0.125,-0.118027310664879,0.358168884613004,0.113
"J Theor Biol",68,204,24.5098039215686,-0.00675324675324673,-0.109563627162311,0.0992207792207792,0,-0.112758948368704,0.093304126435744,1
"J Thorac Cardiovasc Surg",63,189,17.4603174603175,-0.0279720279720279,-0.142603129445235,0.0804014353790156,-0.0367132867132867,-0.149258500120569,0.083897432581643,0.804
"J Vis",283,849,34.6289752650177,0.0322118036403751,-0.0387508348064629,0.0980461512559643,0.0364221364221364,-0.0345134352227934,0.104921703886372,0.357
"J Vis Exp",108,324,38.5802469135802,0.0361407035175879,-0.0702341137123746,0.152249355222193,0.0390753768844221,-0.072069007617431,0.143445348331926,0.558
"JAMA",232,696,30.8908045977011,0.0779674128511338,0.00430159254330217,0.149859041427499,0.0807619784363971,0.00756563080968036,0.157661497334664,0.038
"JAMA Dermatol",57,171,50.2923976608187,0.111080711354309,-0.0607940446650124,0.272859433837784,0.116963064295486,-0.0423204890760985,0.279518965711799,0.176
"JAMA Intern Med",101,303,27.3927392739274,0.1039430449069,-0.0362276837468118,0.233314134340276,0.116155531215772,-0.0246542110389634,0.256561899705054,0.091
"JAMA Oncol",52,156,31.4102564102564,0.107381270265115,-0.0890566037735849,0.286599610783417,0.119015830631318,-0.080362696878388,0.307475135232513,0.177
"JAMA Ophthalmol",62,186,25.2688172043011,0.0604622684830859,-0.110362773610898,0.237825059101655,0.0569416806979948,-0.111764267399458,0.234304471316564,0.431
"JAMA Surg",53,159,23.8993710691824,0.170073945193562,-0.014704258884869,0.342637357355048,0.172901261418008,-0.0232889950647383,0.361698283966381,0.037
"Lancet",116,348,26.7241379310345,0.0461733080328905,-0.0795102040816326,0.161992687503512,0.058697027197976,-0.0660489060652715,0.182888655897159,0.403
"Langmuir",99,297,27.9461279461279,0.0468978718612769,-0.0566502463054187,0.164524988646665,0.0501632699020381,-0.0607447679584795,0.17220243356661,0.446
"Laryngoscope",52,156,25,0.179487179487179,0.00473348425601983,0.373773416592328,0.205128205128205,0.0302746502481467,0.378248351591012,0.035
"Mar Pollut Bull",63,189,43.3862433862434,0.202986095281514,0.0317600402200554,0.364645365392366,0.215409163437429,0.0593595634947397,0.389468718553439,0.01
"Mater Sci Eng C Mater Biol Appl",52,156,38.4615384615385,0.10625,-0.0532833485958486,0.273197824909204,0.108333333333333,-0.0610971692355327,0.275249856197872,0.231
"Med Clin (Barc)",77,231,41.991341991342,0.0580858593629789,-0.0740058551872011,0.195758822598512,0.0710878596707186,-0.0695502391194998,0.196581840189211,0.406
"Med J Aust",51,153,35.9477124183007,0.148423005565863,-0.038888888888889,0.333910347784941,0.141929499072356,-0.0548271277554357,0.333042699555178,0.075
"Med Sci Sports Exerc",280,840,36.6666666666667,0.179767600820232,0.106875570567244,0.252227972299167,0.179425837320574,0.106421949996715,0.253042696428519,0
"Methods Mol Biol",456,1368,39.1081871345029,0.0330636927668263,-0.0216817319421707,0.0877142510679294,0.0337660297763965,-0.0205004237119922,0.0871743929101642,0.227
"Mol Cell Oncol",57,171,45.6140350877193,-0.0136476426799007,-0.16375,0.13307980828812,0,-0.150102357320099,0.147427739750187,0.885
"Mol Inform",53,159,24.5283018867925,-0.0192307692307692,-0.178037247600929,0.135536583145351,0,-0.160236644870767,0.16995439308398,0.838
"Molecules",82,246,44.7154471544715,0.260026737967915,0.114799418078755,0.406370656370657,0.263101604278075,0.113411721385581,0.400024824635282,0
"Multivariate Behav Res",64,192,19.7916666666667,-0.0170881749829118,-0.138273757628596,0.0915377616014558,0,-0.109105892387626,0.117103923650332,0.826
"N Engl J Med",293,879,26.1660978384528,0.0519260400616334,-0.0215192405749756,0.123748215430304,0.0529979232263684,-0.0265755709032788,0.125528527588177,0.128
"Nanoscale",53,159,22.0125786163522,0.12073732718894,-0.056357525820806,0.281842818428184,0.146543778801843,-0.0258740532813564,0.321337551925492,0.156
"Nat Commun",111,333,18.6186186186186,0.147780026187359,0.00907529314576861,0.288567738231917,0.158552553267468,0.00864086563810329,0.293043224606226,0.007
"Nature",81,243,22.6337448559671,0.0599613152804641,-0.0576165803108808,0.172801024040605,0.0705029013539651,-0.0538572955667599,0.188059663112564,0.322
"Neuroimage",64,192,33.8541666666667,-0.0233797698364628,-0.12334328358209,0.072463768115942,-0.0232586311326468,-0.124000641155669,0.0710888806393,0.755
"Neurology",56,168,29.7619047619048,0.0888135593220339,-0.0623306233062331,0.25,0.0854237288135594,-0.0618392508907443,0.254532197530703,0.264
"Neuropsychologia",51,153,50.9803921568627,0.0323076923076924,-0.133333333333333,0.189230769230769,0.0523076923076923,-0.112358003442341,0.208689886575962,0.723
"Neurosci Lett",50,150,40,0.0277777777777778,-0.140380258207934,0.182472036147624,0.0277777777777778,-0.132807416423929,0.181687495669209,0.865
"Neurosurgery",51,153,14.3790849673203,-0.0617626648161,-0.176923076923077,0.0555555555555557,-0.0530881332408051,-0.168248545347782,0.0819694597827983,0.548
"Nucleic Acids Res",79,237,32.4894514767932,-0.0387987012987013,-0.146589259796807,0.0703263741213382,-0.038474025974026,-0.143832995839742,0.0641273678677297,0.548
"Oncotarget",92,276,40.2173913043478,0.0656838656838657,-0.0435123387386553,0.185296574770259,0.0753480753480754,-0.0351881282364381,0.199007443489871,0.337
"Ophthalmology",62,186,39.247311827957,0.0304279306582617,-0.119779254985576,0.17056856187291,0.0450963753182204,-0.0978443398265099,0.178557007883101,0.788
"Opt Express",140,420,9.76190476190476,0.0269644121243324,-0.0633680555555556,0.113625727658374,0.0270287663298797,-0.062715457502941,0.111539462162904,0.788
"Opt Lett",76,228,8.33333333333333,-0.0334928229665071,-0.113131313131313,0.0687192764429716,0,-0.0787022989847124,0.114832535885168,0.706
"Org Biomol Chem",62,186,18.2795698924731,0.136222910216718,-0.0314913844325609,0.305477437148501,0.143962848297214,-0.0206254465348894,0.312047949572117,0.092
"Org Lett",136,408,21.3235294117647,-0.0226662369749705,-0.0996904024767802,0.0537471598471826,-0.014609517671071,-0.0907868317444834,0.0605492117963919,0.676
"PET Clin",55,165,18.1818181818182,-0.0592592592592592,-0.172480620155039,0.0571976049710424,-0.0407407407407407,-0.16005291005291,0.0814814814814816,0.606
"PLoS Comput Biol",83,249,18.0722891566265,-0.057843137254902,-0.159472430668167,0.0346288360921578,-0.0542483660130718,-0.157785825773095,0.0456747766355364,0.39
"PLoS ONE",1331,3993,37.290257951415,0.0950449730397783,0.0627956937296716,0.128958790860805,0.0953147898218458,0.0630690626413333,0.131320372123899,0
"PeerJ",123,369,36.8563685636856,0.033482706387276,-0.0763175230566536,0.152831213694984,0.0349343600100985,-0.0784156633409705,0.142915178108065,0.587
"Philos Trans R Soc Lond B Biol Sci",60,180,36.1111111111111,-0.011371237458194,-0.165456398953024,0.144603100752294,0,-0.138761946110484,0.164822825692391,1
"Phys Chem Chem Phys",233,699,19.4563662374821,0.077956848814126,-0.00423109574982437,0.156012642614863,0.082162260996761,-0.000990530891994839,0.168790955753857,0.045
"Phys Rev",76,228,14.0350877192982,0.0184948979591837,-0.0969293901231075,0.135976736574548,0.0363520408163266,-0.0736528897222768,0.153697045828641,0.75
"Phys Rev E Stat Nonlin Soft Matter Phys",135,405,12.3456790123457,0.064507042253521,-0.0262844082281625,0.153460446274694,0.068450704225352,-0.0217253521126759,0.152774153388016,0.227
"Phys Rev Lett",199,597,9.54773869346734,0.0884015594541911,-0.0194672131147541,0.214201248943596,0.0969785575048733,-0.00763913332696327,0.218688388112192,0.026
"Plast Reconstr Surg",89,267,25.8426966292135,0.0228370663153272,-0.098218350681222,0.151566656813479,0.0195432586736936,-0.104655282932904,0.15062488797819,0.737
"Proc Natl Acad Sci USA",200,600,24.1666666666667,0.0632815460401668,-0.0220864661654135,0.14595444370651,0.0727548313755211,-0.0261965527177761,0.158863587172043,0.134
"Proc Roy Soc B",85,255,32.156862745098,0.119202030170591,-0.0343085506246522,0.271235224356482,0.125828281404201,-0.0169238995959519,0.265324049221418,0.064
"Psychiatry Res",75,225,46.2222222222222,-0.00127145581691046,-0.125035759694851,0.128465385501999,0,-0.122511146846797,0.126284107638773,1
"R Soc Open Sci",56,168,29.7619047619048,0.00338983050847452,-0.15210128362933,0.172856418932808,0.0284745762711863,-0.124370248793953,0.202056454313368,1
"Radiol Case Rep",109,327,29.3577981651376,-0.0616883116883117,-0.162187933425798,0.0415647652702552,-0.0589826839826841,-0.159876053300246,0.0347140015479514,0.284
"Rev Esp Cardiol (Engl Ed)",64,192,23.4375,0.187301587301587,-0.00074460163812351,0.361111111111111,0.203174603174603,0.0315496047974714,0.384327869290275,0.008
"Sci Rep",564,1692,28.1914893617021,0.0190542744001863,-0.0266748035304069,0.0675451736309911,0.0204363692833294,-0.0295975313613048,0.0718848587400894,0.416
"Sci Total Environ",160,480,39.5833333333333,0.0852994555353902,-0.0156897184276937,0.185278819253423,0.0871143375680581,-0.0167835015071819,0.188704147988252,0.061
"Science",71,213,23.4741784037559,0.215950920245399,0.0328551637347915,0.398477637393282,0.23521472392638,0.0510819854991633,0.408707903059863,0.003
"Sensors (Basel)",95,285,15.7894736842105,0.234722222222222,0.0505584950029394,0.408514279542607,0.2375,0.052468734186366,0.405767973856209,0
"Soc Sci Med",79,237,56.5400843881857,0.0555716562816982,-0.0892613941361418,0.186660478915745,0.0515142732937255,-0.0796387400367211,0.178221283874456,0.467
"Soft Matter",83,249,20.4819277108434,-0.0109922756981581,-0.138796497935218,0.113299997714129,0,-0.12729275678991,0.135055656627194,1
"Spine",61,183,19.672131147541,0.135487528344671,-0.0667001933697815,0.339554420325006,0.138321995464853,-0.0693796582606106,0.323048077386983,0.093
"Springerplus",120,360,35,0.218559218559219,0.1,0.338212765957447,0.21978021978022,0.100916292325102,0.325049104462686,0
"Stud Health Technol Inform",129,387,51.6795865633075,0.192887700534759,0.0800972170290049,0.310220265659686,0.196604278074866,0.0827862050739957,0.3091742837934,0
"Talanta",71,213,43.1924882629108,0.253772906934962,0.103520894428152,0.396412908891376,0.267876392382321,0.096994421882816,0.410933641535028,0
"Ugeskr Laeg",57,171,47.3684210526316,-0.00864197530864186,-0.169950738916256,0.13423645320197,0,-0.144219884900494,0.143245623859743,1
"Urology",54,162,17.2839506172839,-0.0362473347547975,-0.2,0.2,-0.0431769722814499,-0.214141175988191,0.191270587445226,0.791
"Vaccine",79,237,45.9915611814346,0.133672591743119,-0.0128205128205128,0.289,0.135894495412844,-0.0237521223043012,0.276160347670865,0.053
"Waste Manag",52,156,36.5384615384615,0.115364167995747,-0.0703809824878997,0.281342137838894,0.138224348750665,-0.0277558698611329,0.309278196236972,0.176
"Water Sci Technol",50,150,38.6666666666667,0.212893553223388,0.00845696895973944,0.388970497943145,0.224887556221889,0.013917561435177,0.407155293321081,0.006
